Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,LC_01_H2O,LC_02_H2O,Bog_01_H2O,Bog_02_H2O,Bog_03_H2O,Bog_04_H2O,Bog_05_H2O,Bog_06_H2O,Bog_07_H2O,Bog_08_H2O,Bog_09_H2O,Bog_10_H2O,Bog_11_H2O,Bog_12_H2O,Bog_13_H2O,Bog_14_H2O,Bog_15_H2O,Bog_16_H2O,Bog_18_H2O,Bog_19_H2O,Bog_21_H2O,FB_01_H2O,FB_02_H2O,FB_03_H2O,FB_04_H2O
376.911866,0,0,0,0,0,0,0,0,,None,377.91914246688,0,0,0,2138461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376.9125765,0,0,0,0,0,0,0,0,,None,377.91985296688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357938.5,1529382.9,0,0
376.9148298,0,0,0,0,0,0,0,0,,None,377.92210626688,0,1,3386703.5,3796061.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2939059,2643495.3,0,1965976.8
376.920073,0,0,0,0,0,0,0,0,,None,377.92734946688,0,0,0,1526111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376.924396,0,0,0,0,0,0,0,0,,None,377.93167246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320477,0,0,0,0,0,0,0,0
376.9467842,0,0,0,0,0,0,0,0,,None,377.95406066688,0,0,1763671.4,3691621.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3163324.3,1881133.8,0,2480033.8
376.969034666667,0,0,0,0,0,0,0,0,,None,377.976311133547,0,1,1524061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572658.1,1527127.1,0
377.0055595,0,0,0,0,0,0,0,0,,None,378.01283596688,0,1,1321830.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413325.1,0,0,0
377.005753,0,0,0,0,0,0,0,0,,None,378.01302946688,0,2,0,1316978.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.012435,20,10,6,0,0,1,0,0,CHOS,ConHC,378.01971146688,0.257332401055984,2,0,0,1598937.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.012817,13,18,3,2,0,4,0,0,CHONS,Lignin,378.02009346688,-0.180552254187836,3,0,0,0,0,0,0,0,1604903.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.014991571429,16,10,11,0,0,0,0,0,CHO,ConHC,378.022268038309,0.114082674516684,1,0,0,1769434.4,2030758.1,0,1554680.8,0,1500968.4,0,0,0,0,0,1459048.1,0,0,1476148.4,0,1441823.9,0,0,0,0,0,0
377.015209,9,18,8,2,0,3,0,0,CHONS,Carb,378.02248546688,0.111549237291161,2,0,0,0,0,0,0,1383651.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.0303086,20,10,8,0,0,0,0,0,CHO,ConHC,378.03758506688,-0.0470034746477351,1,0,0,2018782.8,0,0,2068988.3,0,1423403.6,0,0,1479588.1,0,1407545.4,0,0,0,0,0,0,0,0,0,0,0,0
377.0491314,14,22,2,2,0,4,0,0,CHONS,Lipid,378.05640786688,0.00754892631560175,2,0,0,0,0,1630879.6,0,0,0,0,0,1460392.8,0,0,0,0,0,2948669,1633863.1,1584424.8,0,0,0,0,0,0
377.0514125,17,14,10,0,0,0,0,0,CHO,Lignin,378.05868896688,0.0203765186884386,1,0,0,4074980.5,4849841.5,3240352,3575297,3576557.5,3553584.3,2383332.8,2591982,4902057.5,2227068.8,4432958,3982704.5,0,3109253.3,4370493.5,5208903.5,4865833.5,2434934.3,1781466.6,0,0,0,0
377.066726,21,14,7,0,0,0,0,0,CHO,ConHC,378.07400246688,-0.13135729952906,1,0,0,1703912.8,1517750.5,0,0,0,0,0,0,0,0,1784897.4,1751412,0,1600905.3,1832001.6,1566795.9,1421613.3,0,0,0,0,0,0
377.0687585,0,0,0,0,0,0,0,0,,None,378.07603496688,0,2,1308022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319583.3,0,0,0
377.070230333333,11,26,4,2,0,4,0,0,CHONS,Other,378.077506800213,0.0880591573851619,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360204.9,0,2112378.5,1889503.4,0,0,0,0
377.076955,0,0,0,0,0,0,0,0,,None,378.08423146688,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925345.6,0,0,0
377.08560252,15,26,1,2,0,4,0,0,CHONS,Lipid,378.09287898688,-0.218887433785289,2,121450360,8856709,2648046,5006524.5,3476391,2433544.8,6444790.5,2696503.8,2645998.8,3746039.3,3061937.5,2164613,3268677.5,2028920.5,1305793,2822030.3,1996870.5,2987857.3,2045746.1,2342270,3647203.3,205530336,94382664,19740024,5272008.5
377.087788333333,18,18,9,0,0,0,0,0,CHO,Lignin,378.095064800213,0.0459579833953805,1,0,0,6193646.5,5853373,4146599.5,4258313.5,4349687.5,4839736,3849199.5,2733303.8,5608626,2228101.5,6250566,6157689,1933761.4,3132303,5890119,5640018,5461810.5,4090750.5,2492131.8,0,0,2376568.5,1793481.3
377.106442,19,22,6,0,0,1,0,0,CHOS,Lignin,378.11371846688,-0.0246964856427944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655938.8,0,0,0,0,0
377.108987,15,22,11,0,0,0,0,0,CHO,Tannin,378.11626346688,-0.137305863143898,3,0,0,0,2496195.8,0,0,0,0,0,0,0,0,1478474.8,0,0,0,0,0,0,0,0,0,0,0,0
377.12419212,19,22,8,0,0,0,0,0,CHO,Lignin,378.13146858688,-0.00239038538529849,1,2084739.9,1366414.1,14454265,13442249,9965999,9559570,11003649,8698176,8738810,4655361.5,7814331,3270030.3,7641166,8232321.5,2478024.5,7280024.5,7862352.5,9430876,7938876,6768519,3144428.8,1595631.1,2524753,4907395,3791315.5
377.130618,15,27,5,2,0,1,1,0,CHONSP,Protein,378.13789446688,-0.172633531253084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813896.3,0,0,0,0,0
377.142911,20,26,5,0,0,1,0,0,CHOS,Lignin,378.15018746688,-0.245489181546928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464075,0,0,0,0,0
377.145166,0,0,0,0,0,0,0,0,,None,378.15244246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699467.5,0,0,0,0,0
377.145486,0,0,0,0,0,0,0,0,,None,378.15276246688,0,0,0,0,0,2563791.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.158218666667,0,0,0,0,0,0,0,0,,None,378.165495133547,0,1,3094924.5,2327190,0,0,0,0,0,0,0,0,0,0,0,0,0,1706401.8,0,0,1698629,1807246.5,0,3026681,3556439.8,6202764.5,5124573
377.16058376,20,26,7,0,0,0,0,0,CHO,Lignin,378.16786022688,-0.0186096724744527,1,3352461,1944214.5,26328580,21757140,19190198,16119322,18276106,18520392,14102533,9213195,13733060,5226903,14194774,13438346,4834255.5,10892706,11051098,12433254,11406150,8169359,7578358,3055353.8,3140184.3,9305485,5855709.5
377.1817725,17,30,9,0,0,0,0,0,CHO,Protein,378.18904896688,-0.175586733935821,1,0,0,0,1456090.9,0,0,0,0,0,0,0,0,1932890.8,0,0,0,0,0,1353291.1,1620883.9,0,0,0,0,0
377.19181,0,0,0,0,0,0,0,0,,None,378.19908646688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373517.6,0,0,0,0,0,0
377.192002,18,35,4,0,0,1,1,0,CHOSP,Lipid,378.19927846688,0.23359383540252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461142.3,0,0,0,0,0
377.19696536,21,30,6,0,0,0,0,0,CHO,Lignin,378.20424182688,-0.00827933611661696,1,2303382,2435743,14679565,12145888,11827646,10382882,10833685,11637072,10039311,6825236.5,9133260,3915167.8,8689758,10841490,3873750.8,8168876,8271971,7796592,8135503,6571927.5,3980031,1983236,2033247.6,6266263,5549543.5
377.200278,18,34,6,0,0,1,0,0,CHOS,Protein,378.20755446688,0.14554738353501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494359.5,0,0,0,0,0,0,0,0,0,0
377.2181,18,34,8,0,0,0,0,0,CHO,Protein,378.22537646688,-0.0222054904762868,1,0,0,0,0,0,0,0,0,0,0,2058961.5,1474212.9,2997346.8,2146199.3,0,0,3187816.5,13657974,31595348,37541788,0,0,0,0,0
377.233357,22,34,5,0,0,0,0,0,CHO,Lipid,378.24063346688,-0.0244949355819312,1,1656223.3,0,1849367.3,2780395.3,2125765.3,1481514.4,2513694.5,2010711.9,2058778.1,1686302,2134741.3,1276968.5,2080870,2231706.8,1647069.9,2353077.8,2909292.5,2634106,2392920.5,1612447.6,0,0,0,2414497.5,1649649.9
377.237524,17,35,7,1,1,0,0,0,CHON,Protein,378.24480046688,-0.246257661431849,1,0,0,1920024.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.254527,19,38,7,0,0,0,0,0,CHO,Protein,378.26180346688,-0.131899069728164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665373.9,0,0,0,0,0,0
377.3060785,24,42,3,0,0,0,0,0,CHO,Lipid,378.31335496688,0.10638699221501,1,0,1683128.1,2909227.5,1352962.1,1517268,1457722.9,0,3803495.8,1410095.4,0,2119398.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.333539333333,0,0,0,0,0,0,0,0,,None,378.340815800213,0,0,0,0,2289715.3,0,0,0,0,2750829.8,0,0,1390829.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.391255,0,0,0,0,0,0,0,0,,None,378.39853146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049672.8,0,0,0,0,0,0,0,0,0,0,0,0
377.39147,0,0,0,0,0,0,0,0,,None,378.39874646688,0,0,0,0,0,2034461.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.919875,0,0,0,0,0,0,0,0,,None,378.92715146688,0,1,0,1319494.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.920915,13,3,9,1,0,0,2,0,CHONP,ConHC,378.92819146688,0.296239558274616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215709,0,0,0,0,0,0,0,0
377.952716714286,0,0,0,0,0,0,0,0,,None,378.959993181166,0,1,0,0,1492703.8,11050446,5655128,3262156.3,1965022.3,3398132.8,7512298.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.976462,0,0,0,0,0,0,0,0,,None,378.98373846688,0,0,2173528.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.037967,0,0,0,0,0,0,0,0,,None,379.04524346688,0,0,0,0,1421047.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.0830045,17,17,9,1,0,0,0,0,CHON,Lignin,379.09028096688,0.132377226549158,1,0,0,0,0,0,0,0,0,0,0,0,0,1364255.9,0,0,0,0,1452900.1,0,0,0,0,0,0,0
378.083224,10,25,6,3,0,3,0,0,CHONS,Other,379.09050046688,0.124386709744858,1,0,0,1356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.08900275,14,26,1,2,1,4,0,0,CHONS,Lipid,379.09627921688,-0.338045997860737,2,13656180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25617924,10464016,2534543.8,0
378.091188,17,18,9,0,1,0,0,0,CHO,Lignin,379.09846446688,-0.0724149069744859,1,0,0,0,2055673.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.091407,0,0,0,0,0,0,0,0,,None,379.09868346688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1465697.9,0,0,0,0,0,0,0,0,0,0,0
378.114612,15,26,6,1,0,1,1,0,CHONSP,Protein,379.12188846688,-0.115251799936855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425447,0,0,0,0,0
378.119372,18,21,8,1,0,0,0,0,CHON,Lignin,379.12664846688,0.179858683765416,2,0,0,0,1725954.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.127459333333,18,22,8,0,1,0,0,0,CHO,Lignin,379.134735800213,0.228732897133086,1,0,0,3443472.5,2574341,2338427.8,1446643.1,2092044.5,2257435,1874716.4,0,0,0,2538281.5,1509738.3,0,0,0,1616240.3,1408063,1410153.9,0,0,0,0,0
378.127657,18,22,8,0,1,0,0,0,CHO,Lignin,379.13493346688,-0.292629537003169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507154,0,0,0,0,0,0,0,0
378.130743,17,21,7,3,0,0,0,0,CHON,Lignin,379.13801946688,-0.183106089195643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621105.3,1560383.8,1741418.6,0,0,0,0,0
378.163930444444,19,26,7,0,1,0,0,0,CHO,Lignin,379.171206911324,0.00294266950202219,1,0,0,5717786.5,4641296.5,4016771.3,3839739.3,4174870.3,3673634.8,3321126.8,2175507.5,2445237.5,1291656.3,3111217.5,2961010.8,0,3052205.5,2766171.3,2150010.5,2679880.3,2180210.3,0,0,0,1813412.5,0
378.167021,18,25,6,3,0,0,0,0,CHON,Lignin,379.17429746688,0.100438822647588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462898.9,0,0,0,0,0
378.187476,0,0,0,0,0,0,0,0,,None,379.19475246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230903.5,0,0,0,0,0
378.2002916,20,30,6,0,1,0,0,0,CHO,Lignin,379.20756806688,0.0671572038700084,1,0,0,3348260.8,2354204,2607754.8,2626307.5,2271775.8,2595370.8,1484081.1,1332253.1,2309054.3,0,0,2125435,0,2060983,1989988.6,2120836.5,1983569.6,0,0,0,0,1524910.5,0
378.200524,0,0,0,0,0,0,0,0,,None,379.20780046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883705.5,0,0,0,0,0,0,0,0,0,0,0,0
378.203456,19,29,5,3,0,0,0,0,CHON,Lipid,379.21073246688,-0.0300884942937435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780581.4,1580165.3,0,0,0,0,0,0,0
378.221442333333,17,34,8,0,1,0,0,0,CHO,Protein,379.228718800213,0.0108266765381472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808458.3,6209623,7078015,0,0,0,0,0
378.8499135,0,0,0,0,0,0,0,0,,None,379.85718996688,0,0,0,4318750.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497307.9,0,0,0
378.8617898,0,0,0,0,0,0,0,0,,None,379.86906626688,0,0,1332531.4,4019745.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928927.1,1343656,0,1436597.1
378.864224,0,0,0,0,0,0,0,0,,None,379.87150046688,0,0,0,1308194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.887965,0,0,0,0,0,0,0,0,,None,379.89524146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355708.4
378.896191,0,0,0,0,0,0,0,0,,None,379.90346746688,0,0,2165051.8,7009833.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3687145,0,0,2120638.8
378.90805,11,8,7,0,0,4,0,0,CHOS,ConHC,379.91532646688,-0.10816983986701,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300972.4,1829809,0,0
378.90826,0,0,0,0,0,0,0,0,,None,379.91553646688,0,0,0,1361708.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.917009,0,0,0,0,0,0,0,0,,None,379.92428546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359324,0,0,0,0,0,0,0,0
378.918572,0,0,0,0,0,0,0,0,,None,379.92584846688,0,0,0,1638190.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.9303445,0,0,0,0,0,0,0,0,,None,379.93762096688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787061.4,1518454.6,0
378.948509833333,0,0,0,0,0,0,0,0,,None,379.955786300213,0,1,6416712.5,19785270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443064,3789753,1526139.6,6627277
378.952532,0,0,0,0,0,0,0,0,,None,379.95980846688,0,0,0,2799158.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.965649,0,0,0,0,0,0,0,0,,None,379.97292546688,0,2,0,1450041.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.992937,0,0,0,0,0,0,0,0,,None,380.00021346688,0,0,0,0,0,4214548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.009499,19,8,9,0,0,0,0,0,CHO,ConHC,380.01677546688,0.148385081086215,2,0,0,1696261.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.028054,0,0,0,0,0,0,0,0,,None,380.03533046688,0,1,0,0,0,0,0,1489593.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.030643909091,16,12,11,0,0,0,0,0,CHO,ConHC,380.037920375971,0.107495402063699,1,0,0,2020363.6,3143968,1664821.1,1805498.4,1928953.6,0,1799706.8,0,1514885.9,0,1812461,1353787.1,0,0,1797689.3,2494313.3,0,0,0,0,0,0,0
379.045939,20,12,8,0,0,0,0,0,CHO,ConHC,380.05321546688,0.00498645979436104,1,0,0,3307535.8,2043172.8,1921848.3,1593789.9,1608445.6,1556707.6,1438751,0,2510473.5,0,0,1978686.8,0,2244502.8,2734653,1602413.5,0,0,0,0,0,0,0
379.0559555,11,24,8,0,0,3,0,0,CHOS,Carb,380.06323196688,0.25745800127401,2,5246307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32294678,11748302,1702808.8,0
379.06462875,21,16,5,0,0,1,0,0,CHOS,ConHC,380.07190521688,-0.160240152303615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1318979,0,0,6012482,1492594.6,1402158.9,0,0,0,0,0,0
379.067063631579,17,16,10,0,0,0,0,0,CHO,Lignin,380.074340098459,0.0174601131800246,2,0,0,4468757.5,4707115.5,3930940.8,3527106.5,3655939,2941160.3,2787365,2427650,5207694.5,1735776.1,4676085,4259651.5,0,2577820.3,4657730.5,6058355.5,4967727.5,2390333.3,2350797.5,0,0,1339291.8,0
379.082378222222,21,16,7,0,0,0,0,0,CHO,ConHC,380.089654689102,-0.136338365440902,1,0,3376213,2033433.9,2211120,1808703.8,1489093.8,2576647,2299115.5,1345833.1,1479430.3,3246226.3,0,2851832.3,2654023.3,1445192.9,2441632.5,2362950.5,0,2086707.5,1368384.6,0,0,0,0,2007793.8
379.08265375,14,24,4,2,0,3,0,0,CHONS,Lipid,380.08993021688,-0.291714331495735,2,36368744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64562972,29354964,6561696,0
379.084149666667,0,0,0,0,0,0,0,0,,None,380.091426133547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618438.8,3644792,0,0,3881169.8,0,0,0,0
379.088168,14,20,12,0,0,0,0,0,CHO,Tannin,380.09544446688,0.0832430918700252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911873.9,0,0,0,0,0
379.089822,16,28,2,0,0,4,0,0,CHOS,Lipid,380.09709846688,0.301070754038153,3,2696555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955487.8,1729492.4,0,0
379.092304,0,0,0,0,0,0,0,0,,None,380.09958046688,0,1,2143596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525280.5,0,0,0
379.100748,0,0,0,0,0,0,0,0,,None,380.10802446688,0,2,0,0,0,0,0,0,0,0,0,1358603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.101208,11,25,12,0,0,0,1,0,CHOP,Other,380.10848446688,-0.320143288239664,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346940.8,0,1846084.9,0,0,1693654.6,0,0
379.103461086957,18,20,9,0,0,0,0,0,CHO,Lignin,380.110737553837,-0.01397733873852,1,0,0,7933984,9111351,5934916,6014922.5,6345996.5,5565168,4474415,3311371.8,6510231.5,1940328.9,6125052.5,4987724,1619789.1,3230630,5911116,7815549.5,6538553,4011333.3,2909910.5,1395747.8,2450903,3663781.8,2502135.5
379.114729,17,20,8,2,0,0,0,0,CHON,Lignin,380.12200546688,-0.104802351400916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525063.9,0,0,0,0,0
379.116148,26,20,1,0,0,1,0,0,CHOS,ConHC,380.12342446688,0.161755935068916,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576783,0,0,0,0,0,0,0,0
379.118763,22,20,6,0,0,0,0,0,CHO,Lignin,380.12603946688,-0.134408787457724,1,0,0,1549604,0,0,0,0,0,0,0,1462683.1,0,0,1464399.6,0,0,0,1638273.6,0,0,0,0,0,0,0
379.125774,0,0,0,0,0,0,0,0,,None,380.13305046688,0,2,0,0,0,1661885.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.13985568,19,24,8,0,0,0,0,0,CHO,Lignin,380.14713214688,-0.0378792282029834,1,3936631.8,1749602.4,23281706,19177282,15278924,14850002,14725398,14949112,12198457,6934293.5,12113568,3015537.5,12452357,11222868,3235156.3,8656816,10787413,12728711,10222914,8927566,6163679.5,2946862,3878878.3,9177008,5522433.5
379.1609098,16,28,10,0,0,0,0,0,CHO,AminoSugar,380.16818626688,0.160068417608408,2,0,0,0,3846984.5,0,0,0,0,0,0,0,0,0,0,0,0,1587290.5,1366413.3,1922887.5,2045266.3,0,0,0,0,0
379.161178,0,0,0,0,0,0,0,0,,None,380.16845446688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1508361.1,0,0,0,0,0,0,0,0,0,0,0,0
379.171418,17,33,5,0,0,1,1,0,CHOSP,Lipid,380.17869446688,-0.165966901782469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2466132.5,0,0,0,0,0
379.173926333333,0,0,0,0,0,0,0,0,,None,380.181202800213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504656.8,3435338.8,3693909.3,0,0,0,0,0
379.17622744,20,28,7,0,0,0,0,0,CHO,Lignin,380.18350390688,-0.00171859135797487,1,3131264.5,1753706.9,24043572,20070222,16798548,14751706,16298271,17222400,14312003,8345375,13348521,5268346,12651020,13729629,4125019.5,9793465,10349150,12396945,13839691,11106646,5977320.5,2187064.3,3368933.3,8310713.5,5465099.5
379.179326,19,29,4,2,0,0,1,0,CHONP,Lipid,380.18660246688,-0.28545766559863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472844.3,0,0,0,0,0,0
379.182818,0,0,0,0,0,0,0,0,,None,380.19009446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768279.1,0,0,0,0,0
379.189318,0,0,0,0,0,0,0,0,,None,380.19659446688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471054.8,0,0,0,0,0,0
379.197264,17,32,9,0,0,0,0,0,CHO,Protein,380.20454046688,0.242393791070797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463313.1
379.197476,0,0,0,0,0,0,0,0,,None,380.20475246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610586.4,0,0,0,0,0
379.212613375,21,32,6,0,0,0,0,0,CHO,Lipid,380.21988984188,-0.00284593217605588,1,1896841.5,1954931.3,7178302,6659928.5,5164890.5,4552674,5210409,6049544,4856397,3979048.5,5434033.5,2367362.8,5152276,6114149,2702178.5,4048834.8,4743783.5,5407131.5,5913940.5,4915550,2266865.3,0,1871084.4,2850755.3,2675221.5
379.215991,18,36,6,0,0,1,0,0,CHOS,Protein,380.22326746688,-0.0207474940734446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7204195.5,0,0,0,0,0,0,0,0,0,0
379.233744333333,18,36,8,0,0,0,0,0,CHO,Protein,380.241020800213,-0.00701611140378351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2374561.3,7920986,8153442.5,0,0,0,0,0
379.24901625,22,36,5,0,0,0,0,0,CHO,Lipid,380.25629271688,-0.0485219584425019,1,0,0,0,1363556,0,0,0,0,0,0,0,0,1761308,1488749.6,0,0,0,0,1689438,0,0,0,0,0,0
379.250478,0,0,0,0,0,0,0,0,,None,380.25775446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367501.5,0
379.252100217391,0,0,0,0,0,0,0,0,,None,380.259376684271,0,1,2916755.3,0,2867273.3,1907556.9,3296098.8,1938410.8,3638579.3,2687248.8,2597464.3,2136371,3819195,2387852.3,4182556.8,3046254.3,3016042.5,2299853.3,2376305.8,1559462.4,0,2017638.8,1546490.9,3049293.8,2558964,2480590,2817056
379.282954,0,0,0,0,0,0,0,0,,None,380.29023046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956973.6,0,0,0,0,0
379.3581162,25,48,2,0,0,0,0,0,CHO,Lipid,380.36539266688,0.100214479799957,1,0,0,0,0,0,0,0,1692712,0,0,2143444.5,0,0,1853318.9,0,0,1518476.9,0,2131833.8,0,0,0,0,0,0
379.872532,0,0,0,0,0,0,0,0,,None,380.87980846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915152.3,0,0,0,0,0,0,0,0
379.951826,17,5,6,1,0,0,2,0,CHONP,ConHC,380.95910246688,0.282055001021463,2,0,1741600.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.984089,0,0,0,0,0,0,0,0,,None,380.99136546688,0,0,1354565.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380.0592975,10,24,8,0,1,3,0,0,CHOS,Carb,381.06657396688,0.290469244916384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430897.5,1575056,0,0
380.086025333333,13,24,4,2,1,3,0,0,CHONS,Lipid,381.093301800213,-0.334887054726768,1,4677214.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8050745,3680405.3,0,0
380.097731,0,0,0,0,0,0,0,0,,None,381.10500746688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411632.6,0
